Class name	Fall	Spring	Summer
MGMW 500	6	0	0
MGMW 501	6	0	0
MGMW 502	0	7	0
MGMW 510	6	0	0
MGMW 511	6	0	0
MGMW 540	6	0	0
MGMW 541	7	0	0
MGMW 543	0	7	0
MGMW 560	7	0	0
MGMW 561	1	7	0
MGMW 570	6	0	0
MGMW 571	0	5	2
MGMW 574	0	7	0
MGMW 580	0	7	0
MGMW 594	1	0	0
MGMW 595	6	0	0
MGMW 596	5	1	0
MGMW 597	0	6	0
MGMW 700	5	0	0
MGMW 701	5	0	0
MGMW 706	0	7	0
MGMW 709	6	0	0
MGMW 798	1	5	1
MGMW 799	0	7	0
