Class name	Fall	Spring	Summer
MACC 500	0	0	3
MACC 501	3	0	0
MACC 502	0	2	0
MACC 503	0	2	0
MACC 504	3	0	0
MACC 505	2	0	0
MACC 506	1	0	0
MACC 511	3	0	0
MACC 512	3	0	0
MACC 513	0	2	0
MACC 514	3	0	0
MACC 530	1	0	0
MACC 531	0	2	0
MACC 541	0	2	0
MACC 561	0	2	0
MACC 562	0	2	0
MACC 571	3	0	0
MACC 572	0	2	0
MACC 581	3	0	0
MACC 591	0	3	0
MACC 599	3	0	0
